time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
2.0681195446585785,1001,1,9,5
6.891678284189997,1001,1,5,9
7.960934386803113,1001,1,9,5
9.471211010245122,1001,1,5,9
10.689953041183127,1001,1,9,5
22.322329805537663,1001,1,5,9
23.674494708566968,1001,1,9,5
23.70631498653459,1001,1,5,9
32.396476139349254,1001,1,9,5
39.55195170067256,1001,1,5,9
42.323368301325765,1001,1,9,5
43.929240829722914,1001,1,5,9
57.4381520728238,1001,1,9,5
60.21135387207176,1001,1,5,9
64.27379434009009,1001,1,9,5
65.89730614927677,1001,1,5,9
69.11240267232628,1001,1,9,5
69.86215041706771,1001,1,5,9
73.48258272670456,1001,1,9,5
75.66144600855293,1001,1,5,9
79.443438260009,1001,1,9,5
84.81822148250029,1001,1,5,9
87.17446691242151,1001,1,9,5
90.62425933995983,1001,1,5,9
96.43736063193589,1001,1,9,5
96.6690306290885,1001,1,5,9
101.3990516093302,1001,1,9,5
104.57274738652613,1001,1,5,9
105.44745975707616,1001,1,9,5
0.0,1002,1,5,9
6.127117128135593,1002,1,9,5
31.26640353787839,1002,1,5,9
34.010476809922544,1002,1,9,5
35.99165481124336,1002,1,5,9
41.200469904450706,1002,1,9,5
45.08009532334145,1002,1,5,9
48.02906740481865,1002,1,9,5
54.622648343865706,1002,1,5,9
54.963285763956506,1002,1,9,5
55.17191285948509,1002,1,5,9
58.40588151622186,1002,1,9,5
68.29025229595162,1002,1,5,9
74.76855408695853,1002,1,9,5
82.5623005199801,1002,1,5,9
86.595576748203,1002,1,9,5
89.26847129479127,1002,1,5,9
91.92567298907959,1002,1,9,5
93.70838903276493,1002,1,5,9
96.4536272879709,1002,1,9,5
110.95648833982519,1002,1,5,9
112.09389429337057,1002,1,9,5
116.69643243424238,1002,1,5,9
123.71766795455275,1002,1,9,5
129.7149283226752,1002,1,5,9
131.46265569676018,1002,1,9,5
133.20024773618974,1002,1,5,9
133.78886790003398,1002,1,9,5
145.4207327522258,1002,1,5,9
157.3603863540481,1002,1,9,5
0.0,1003,1,5,9
2.653103459131995,1003,1,9,5
4.323413126849058,1003,1,5,9
6.935269545366646,1003,1,9,5
15.640542297985567,1003,1,5,9
21.241459481184524,1003,1,9,5
26.958550036484784,1003,1,5,9
29.446134833883026,1003,1,9,5
40.989914383847626,1003,1,5,9
41.96005503217707,1003,1,9,5
45.05661191357642,1003,1,5,9
46.28000895397265,1003,1,9,5
48.53736309717692,1003,1,5,9
51.41215549827999,1003,1,9,5
63.356671630602435,1003,1,5,9
64.77986512914426,1003,1,9,5
73.86613404100144,1003,1,5,9
75.09553294833009,1003,1,9,5
82.64974480343982,1003,1,5,9
82.88345196066795,1003,1,9,5
83.35342220268467,1003,1,5,9
85.72025668381383,1003,1,9,5
97.24532330536422,1003,1,5,9
109.29920133987916,1003,1,9,5
109.44099019227859,1003,1,5,9
112.3954304031807,1003,1,9,5
129.43109686435997,1003,1,5,9
132.6637528218909,1003,1,9,5
134.07784170216362,1003,1,5,9
140.73867312869604,1003,1,9,5
