time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
2.2554663948773945,1001,1,9,99
10.39666121028764,1001,1,99,5
14.751503640281076,1001,1,5,9
15.787522689396576,1001,1,9,99
20.606400119032543,1001,1,99,5
37.0805740900445,1001,1,5,9
41.8917380581284,1001,1,9,5
44.226632903210636,1001,1,5,9
44.754770831036595,1001,1,9,99
60.12935589639072,1001,1,99,9
64.34731675176741,1001,1,9,99
66.7730845423941,1001,1,99,9
69.74199752311239,1001,1,9,99
72.74079892587976,1001,1,99,5
76.42204702568536,1001,1,5,9
76.59681799676706,1001,1,9,99
81.05612407736659,1001,1,99,9
82.86259811732045,1001,1,9,99
88.54604249479512,1001,1,99,5
88.6357681642284,1001,1,5,9
99.6278024164905,1001,1,9,99
101.07390544146558,1001,1,99,5
101.34381018269387,1001,1,5,9
102.24638035960201,1001,1,9,99
110.18273441186378,1001,1,99,9
117.96086217046398,1001,1,9,5
119.7487748312941,1001,1,5,9
121.69668090145875,1001,1,9,99
126.62351266657564,1001,1,99,9
127.55647085051727,1001,1,9,99
140.9926715942927,1001,1,99,5
144.43440466914126,1001,1,5,9
154.89762150185535,1001,1,9,99
158.01846517564013,1001,1,99,5
0.0,1002,1,5,9
0.028312589949812644,1002,1,9,99
1.109730828458981,1002,1,99,9
8.673530767814523,1002,1,9,99
9.151867950277039,1002,1,99,9
14.257305114041921,1002,1,9,5
15.548211177436551,1002,1,5,9
17.37341717845694,1002,1,9,99
21.99515087377172,1002,1,99,9
26.889158504826653,1002,1,9,99
39.29521556820363,1002,1,99,9
46.07357662950404,1002,1,9,99
50.52727002510263,1002,1,99,9
63.6912894091088,1002,1,9,99
74.18374928001073,1002,1,99,9
79.46378364176859,1002,1,9,99
81.23883000705388,1002,1,99,9
82.30510190152401,1002,1,9,99
86.73785660939744,1002,1,99,5
106.7449408478866,1002,1,5,9
106.8292288485795,1002,1,9,99
108.10026061460312,1002,1,99,5
110.0372851102092,1002,1,5,9
112.59328846231654,1002,1,9,99
113.834355975112,1002,1,99,9
114.40840068090202,1002,1,9,99
117.67075149347347,1002,1,99,9
121.5642358710548,1002,1,9,5
122.4707170073977,1002,1,5,9
124.29142403619187,1002,1,9,5
127.78067893808674,1002,1,5,9
128.3548670322598,1002,1,9,99
132.30971834009952,1002,1,99,5
134.6681177868091,1002,1,5,9
134.92972893534355,1002,1,9,99
0.0,1003,1,5,9
0.7792264562390195,1003,1,9,99
1.2089689195468871,1003,1,99,9
7.182186360276231,1003,1,9,99
8.414988979164654,1003,1,99,5
8.462456182819913,1003,1,5,9
9.28762164401577,1003,1,9,5
13.367188411966591,1003,1,5,9
15.215048592284733,1003,1,9,99
23.61954085883019,1003,1,99,5
30.33733607620588,1003,1,5,9
32.19751839283139,1003,1,9,99
32.25887716127564,1003,1,99,9
38.02007008128615,1003,1,9,99
38.22440590558335,1003,1,99,9
41.94619873935349,1003,1,9,5
45.36788077197538,1003,1,5,9
46.05373679734733,1003,1,9,99
47.78155508559609,1003,1,99,5
52.10049949709028,1003,1,5,9
52.59282810581865,1003,1,9,5
55.11499147240714,1003,1,5,9
56.078003941548744,1003,1,9,5
56.131394908467364,1003,1,5,9
56.417010139050404,1003,1,9,5
59.650272784828594,1003,1,5,9
61.83021274468025,1003,1,9,99
62.00308773188192,1003,1,99,9
68.61211195367287,1003,1,9,99
76.67420804893425,1003,1,99,9
80.63802277224079,1003,1,9,5
85.5617721085663,1003,1,5,9
85.6126552449304,1003,1,9,5
89.15123942064456,1003,1,5,9
91.2741628411298,1003,1,9,99
