time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
0.5013181624788142,1001,1,9,5
5.824897088112428,1001,1,5,9
9.501104053474393,1001,1,9,5
12.215750814984291,1001,1,5,9
13.203106192935682,1001,1,9,5
15.537216676593665,1001,1,5,9
21.88158095755758,1001,1,9,5
28.495213021116378,1001,1,5,9
31.980172127704577,1001,1,9,5
35.02514169054309,1001,1,5,9
42.41490129798384,1001,1,9,5
46.43415019668546,1001,1,5,9
50.283252673013045,1001,1,9,5
52.069488472143284,1001,1,5,9
55.285085758389506,1001,1,9,5
58.362538419735486,1001,1,5,9
63.42869098584585,1001,1,9,5
70.82291838760428,1001,1,5,9
74.83762849647073,1001,1,9,5
79.31921799378783,1001,1,5,9
79.48623960279167,1001,1,9,5
80.54307021940208,1001,1,5,9
81.87598821860654,1001,1,9,5
88.81854834248631,1001,1,5,9
99.2401579779749,1001,1,9,5
105.42812261011949,1001,1,5,9
106.90743554095513,1001,1,9,5
112.0318951109239,1001,1,5,9
118.25487544081501,1001,1,9,5
0.0,1002,1,5,9
1.6062121859526979,1002,1,9,5
2.9548659976060883,1002,1,5,9
9.004695360934846,1002,1,9,5
25.548452821460337,1002,1,5,9
27.14588133983217,1002,1,9,5
30.66967595676619,1002,1,5,9
30.783083709970978,1002,1,9,5
31.37011176607404,1002,1,5,9
33.58940037426681,1002,1,9,5
35.263488148642956,1002,1,5,9
35.40596555388174,1002,1,9,5
36.48418214937784,1002,1,5,9
38.39956644546093,1002,1,9,5
41.4399809763293,1002,1,5,9
42.818803989973894,1002,1,9,5
43.395895291282976,1002,1,5,9
44.40801971857481,1002,1,9,5
48.857154197661934,1002,1,5,9
50.20676203999003,1002,1,9,5
51.96179708764166,1002,1,5,9
59.48092700232253,1002,1,9,5
62.84578280146364,1002,1,5,9
68.4404329772813,1002,1,9,5
71.0299057210996,1002,1,5,9
75.69398104567782,1002,1,9,5
76.59430316168782,1002,1,5,9
79.165104825308,1002,1,9,5
81.38274183893918,1002,1,5,9
90.55660688163972,1002,1,9,5
0.0,1003,1,5,9
0.9435498607716459,1003,1,9,5
2.425053116824743,1003,1,5,9
8.188352027474654,1003,1,9,5
21.804985767299492,1003,1,5,9
23.5682132726472,1003,1,9,5
29.289157274540507,1003,1,5,9
31.57824561282242,1003,1,9,5
37.700273932245345,1003,1,5,9
41.08163990441118,1003,1,9,5
62.379852068518204,1003,1,5,9
73.03679066463438,1003,1,9,5
85.0971239434175,1003,1,5,9
89.72949281340217,1003,1,9,5
92.94651214720503,1003,1,5,9
94.45075677216524,1003,1,9,5
94.64947483820913,1003,1,5,9
96.91895988226015,1003,1,9,5
97.91091466711623,1003,1,5,9
104.64468363079698,1003,1,9,5
105.76808762090624,1003,1,5,9
109.12063361099918,1003,1,9,5
112.20439507940567,1003,1,5,9
113.37155412134274,1003,1,9,5
120.31989013302176,1003,1,5,9
123.75636796717808,1003,1,9,5
130.0700793918696,1003,1,5,9
136.22357287337852,1003,1,9,5
139.17139431732625,1003,1,5,9
142.21698539123,1003,1,9,5
