time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
3.1844845738167344,1001,1,9,99
12.223888095629363,1001,1,99,9
23.96666495025285,1001,1,9,99
29.692273275361693,1001,1,99,9
32.46973380630109,1001,1,9,5
33.69552853581706,1001,1,5,9
34.32900497580054,1001,1,9,99
42.34934698770387,1001,1,99,5
54.286972939674186,1001,1,5,9
56.52285681597948,1001,1,9,5
58.46673114433052,1001,1,5,9
64.64214236995396,1001,1,9,99
67.40357969089185,1001,1,99,9
75.08938645218917,1001,1,9,99
75.24723489318654,1001,1,99,5
78.32538377666086,1001,1,5,9
78.93838312724655,1001,1,9,99
87.82816998788527,1001,1,99,9
89.08297144048291,1001,1,9,99
89.45795883073458,1001,1,99,5
94.89029277623479,1001,1,5,9
95.80360983133411,1001,1,9,99
96.0491854663803,1001,1,99,9
96.81470128441656,1001,1,9,99
98.40887938376305,1001,1,99,9
99.89949959802033,1001,1,9,99
114.27858283076263,1001,1,99,5
124.57092331783544,1001,1,5,9
125.86846284474677,1001,1,9,99
137.554775436828,1001,1,99,5
152.07065183527124,1001,1,5,9
153.7400115613545,1001,1,9,5
157.03227557488924,1001,1,5,9
162.01092249376,1001,1,9,99
0.0,1002,1,5,9
1.341445429043687,1002,1,9,99
4.573461111279982,1002,1,99,5
7.549445942084512,1002,1,5,9
11.336623928872447,1002,1,9,5
16.020610457900403,1002,1,5,9
16.669099494771327,1002,1,9,5
24.076764353469564,1002,1,5,9
25.764204896687737,1002,1,9,99
30.793493110960647,1002,1,99,5
42.24355471077605,1002,1,5,9
42.37471859145261,1002,1,9,99
44.9110086621836,1002,1,99,9
49.236113668691175,1002,1,9,99
49.379771737051534,1002,1,99,9
50.28590590228498,1002,1,9,5
52.25186843463046,1002,1,5,9
52.37726871416849,1002,1,9,99
53.437300786088045,1002,1,99,9
60.06291795993293,1002,1,9,5
64.017877244298,1002,1,5,9
71.18552790197229,1002,1,9,99
72.71451068146041,1002,1,99,9
74.49173547628683,1002,1,9,5
74.79506864852979,1002,1,5,9
75.09309774948953,1002,1,9,99
81.20355222628112,1002,1,99,9
84.4225949319957,1002,1,9,99
91.51638649532313,1002,1,99,9
93.74704905059635,1002,1,9,5
95.37484687098897,1002,1,5,9
98.29408349728901,1002,1,9,5
104.87364989883814,1002,1,5,9
107.74071067574188,1002,1,9,99
108.09815227934301,1002,1,99,5
0.0,1003,1,5,9
3.8296142678525906,1003,1,9,99
9.07029102182647,1003,1,99,5
20.52923211853284,1003,1,5,9
21.439037264848647,1003,1,9,99
23.618998524629017,1003,1,99,9
30.780416908550034,1003,1,9,99
36.89546758977765,1003,1,99,9
43.46534306788374,1003,1,9,99
43.8602277612155,1003,1,99,9
51.11770937129978,1003,1,9,99
53.84806963175742,1003,1,99,5
64.74405841029971,1003,1,5,9
67.6108189409042,1003,1,9,99
68.66558261167893,1003,1,99,5
71.65811443723433,1003,1,5,9
74.13847639034537,1003,1,9,99
76.7469757929448,1003,1,99,9
81.35226603710917,1003,1,9,99
81.3970768863971,1003,1,99,5
81.97739006552067,1003,1,5,9
83.36593126979204,1003,1,9,99
87.91330714383123,1003,1,99,5
88.96673253974959,1003,1,5,9
91.09269025698616,1003,1,9,99
103.02726612394865,1003,1,99,5
112.13927679894297,1003,1,5,9
112.5683995904433,1003,1,9,99
123.41674370883185,1003,1,99,5
124.98122224460029,1003,1,5,9
126.62868025590205,1003,1,9,5
129.19123145837358,1003,1,5,9
129.6107534472906,1003,1,9,99
136.20290628316906,1003,1,99,5
147.3578786819425,1003,1,5,9
