time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
3.4704608090638667,1001,1,9,99
5.413780598735654,1001,1,99,5
5.633288202674099,1001,1,5,9
5.98956061954446,1001,1,9,99
8.624315131594862,1001,1,99,9
22.477831173502672,1001,1,9,5
23.201863859630116,1001,1,5,9
24.183287235143275,1001,1,9,99
25.456910451540416,1001,1,99,5
29.82277165891118,1001,1,5,9
33.41840157884509,1001,1,9,99
37.327176373123166,1001,1,99,9
38.310765016328794,1001,1,9,99
46.228150523822634,1001,1,99,9
47.36244412036558,1001,1,9,5
48.104472110788564,1001,1,5,9
48.328107646364266,1001,1,9,99
48.843922060675986,1001,1,99,9
57.710055287053436,1001,1,9,99
59.899668690008966,1001,1,99,5
63.263763267953415,1001,1,5,9
65.6259227381165,1001,1,9,99
69.10272909944796,1001,1,99,9
69.91551639913311,1001,1,9,99
70.05683120973518,1001,1,99,9
76.96376837552626,1001,1,9,99
80.86411835817376,1001,1,99,5
89.09926311914427,1001,1,5,9
89.37699778517434,1001,1,9,99
90.61950827001405,1001,1,99,9
91.92407089252366,1001,1,9,99
93.26238014971767,1001,1,99,9
106.15570163176434,1001,1,9,99
110.98728319424043,1001,1,99,5
0.0,1002,1,5,9
4.035191492072975,1002,1,9,5
7.393525031461978,1002,1,5,9
9.258590620324526,1002,1,9,99
10.76207705737719,1002,1,99,9
12.935276216252637,1002,1,9,99
19.94625417000431,1002,1,99,9
21.264899288495197,1002,1,9,5
24.022304972286584,1002,1,5,9
24.680717133498497,1002,1,9,99
25.04085316607336,1002,1,99,5
33.62896812976881,1002,1,5,9
41.45453139443529,1002,1,9,99
42.2733755099775,1002,1,99,9
53.725215022295075,1002,1,9,99
55.53179862909889,1002,1,99,5
57.11061179735697,1002,1,5,9
57.32213651916232,1002,1,9,99
63.503487013463314,1002,1,99,5
69.59385265280831,1002,1,5,9
74.72990367194379,1002,1,9,99
75.00196119023364,1002,1,99,9
81.08450289848068,1002,1,9,99
81.55066582510504,1002,1,99,9
82.24021291463671,1002,1,9,99
84.24261258268683,1002,1,99,5
88.88814178875528,1002,1,5,9
89.84264233694931,1002,1,9,99
89.85049251092305,1002,1,99,5
98.35436562758039,1002,1,5,9
101.44803931886352,1002,1,9,99
103.13245743972405,1002,1,99,9
104.05198721184469,1002,1,9,99
105.09506240290217,1002,1,99,5
106.1933735883756,1002,1,5,9
0.0,1003,1,5,9
3.6165195292368897,1003,1,9,99
6.51231772089036,1003,1,99,5
6.7631493174452295,1003,1,5,9
8.500952954767678,1003,1,9,99
10.236423494931055,1003,1,99,5
17.4894313704762,1003,1,5,9
19.15793333706989,1003,1,9,99
27.512441948684906,1003,1,99,9
36.00359013468113,1003,1,9,99
36.86875863351962,1003,1,99,9
37.64415612677986,1003,1,9,5
41.30429913988284,1003,1,5,9
42.603737449181175,1003,1,9,99
43.352447164402115,1003,1,99,9
45.72958420583971,1003,1,9,99
52.49282024561116,1003,1,99,9
62.29363302037676,1003,1,9,99
66.22464716973732,1003,1,99,9
76.15421479070206,1003,1,9,99
78.90120351709483,1003,1,99,5
82.04844720365566,1003,1,5,9
82.1660518071563,1003,1,9,99
82.45106379639262,1003,1,99,5
83.27168547849317,1003,1,5,9
84.17374467929626,1003,1,9,99
84.94983488231495,1003,1,99,5
86.58154391343591,1003,1,5,9
90.79281683102664,1003,1,9,99
94.182617488921,1003,1,99,5
102.29606232923915,1003,1,5,9
102.42704308549803,1003,1,9,99
123.91061944362323,1003,1,99,9
126.86542747195008,1003,1,9,99
129.35934424722254,1003,1,99,9
