time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
1.3679723660351377,1001,1,9,5
10.891953978879794,1001,1,5,9
16.22659787814338,1001,1,9,5
16.58590222439416,1001,1,5,9
19.53918709984021,1001,1,9,5
21.466476655397447,1001,1,5,9
27.285378927691415,1001,1,9,5
30.495713049299678,1001,1,5,9
34.965179636685825,1001,1,9,5
36.7318798622281,1001,1,5,9
37.84521413881942,1001,1,9,5
38.74279177205944,1001,1,5,9
40.00851144859804,1001,1,9,5
42.48092526206839,1001,1,5,9
49.005667419971935,1001,1,9,5
50.80179346492798,1001,1,5,9
53.035513781382235,1001,1,9,5
76.98054543627953,1001,1,5,9
77.1992217267251,1001,1,9,5
79.65412634835435,1001,1,5,9
80.17150906594954,1001,1,9,5
84.55078839652185,1001,1,5,9
85.0014030060998,1001,1,9,5
87.72562888728135,1001,1,5,9
90.409577687195,1001,1,9,5
95.21655971132667,1001,1,5,9
99.11523670253546,1001,1,9,5
100.91442930734829,1001,1,5,9
103.92957612908864,1001,1,9,5
0.0,1002,1,5,9
1.8627958701836729,1002,1,9,5
8.544016762732873,1002,1,5,9
10.098054049349777,1002,1,9,5
15.461851473705863,1002,1,5,9
18.659479642956924,1002,1,9,5
21.714238213635515,1002,1,5,9
24.88388443340701,1002,1,9,5
26.449772659211153,1002,1,5,9
30.983572059459668,1002,1,9,5
35.27314268211352,1002,1,5,9
35.91534973167901,1002,1,9,5
37.25126386955325,1002,1,5,9
41.01634317267889,1002,1,9,5
41.495707734581394,1002,1,5,9
42.61194823740483,1002,1,9,5
48.58859018301919,1002,1,5,9
50.47232509898235,1002,1,9,5
50.594190878626655,1002,1,5,9
58.22389906351574,1002,1,9,5
63.04205385344924,1002,1,5,9
63.65783600841696,1002,1,9,5
73.88753576375595,1002,1,5,9
78.01803877150655,1002,1,9,5
79.38468218313905,1002,1,5,9
83.88990818593426,1002,1,9,5
84.05736673968123,1002,1,5,9
84.84988717720454,1002,1,9,5
86.06967875675953,1002,1,5,9
90.22476428106151,1002,1,9,5
0.0,1003,1,5,9
7.0245827107362775,1003,1,9,5
29.237107145419166,1003,1,5,9
34.194017767113806,1003,1,9,5
35.87186465653308,1003,1,5,9
36.872534549987705,1003,1,9,5
37.54058460540188,1003,1,5,9
39.11490525526592,1003,1,9,5
41.8224286806455,1003,1,5,9
43.08941670965902,1003,1,9,5
44.97019557985524,1003,1,5,9
45.62889547362305,1003,1,9,5
48.0280929628248,1003,1,5,9
53.46382379581256,1003,1,9,5
53.98564290511018,1003,1,5,9
54.18680338290403,1003,1,9,5
57.39230757852527,1003,1,5,9
58.42760040971969,1003,1,9,5
58.45586055146345,1003,1,5,9
60.537550532177036,1003,1,9,5
61.54302875765666,1003,1,5,9
61.69797152160082,1003,1,9,5
65.50552046862335,1003,1,5,9
69.52384660852658,1003,1,9,5
70.67022124974412,1003,1,5,9
71.75162316090976,1003,1,9,5
72.98057216399184,1003,1,5,9
98.76769606213132,1003,1,9,5
104.92241506852135,1003,1,5,9
106.46979906847949,1003,1,9,5
