time_s,imsi,cell_id,old_state,new_state
0.0,1001,1,5,9
7.454015559250603,1001,1,9,5
8.170976498155227,1001,1,5,9
8.413824835085553,1001,1,9,5
10.213814446986616,1001,1,5,9
13.620437358978684,1001,1,9,5
15.195249697054216,1001,1,5,9
19.35771690127826,1001,1,9,5
26.38908191333543,1001,1,5,9
26.65160764783121,1001,1,9,5
39.71736611672635,1001,1,5,9
40.90968941941576,1001,1,9,5
60.142493032804865,1001,1,5,9
69.17388417237959,1001,1,9,5
72.46734914072934,1001,1,5,9
76.93775629702654,1001,1,9,5
77.82799448364169,1001,1,5,9
79.47643730633416,1001,1,9,5
86.43861335964573,1001,1,5,9
86.77224979062,1001,1,9,5
88.6786040068116,1001,1,5,9
89.0165268502987,1001,1,9,5
98.50366738533972,1001,1,5,9
103.0004625112221,1001,1,9,5
110.06531683116538,1001,1,5,9
110.94760943380406,1001,1,9,5
137.96400169951434,1001,1,5,9
141.07945545395762,1001,1,9,5
141.43312551915733,1001,1,5,9
142.43934731563752,1001,1,9,5
0.0,1002,1,5,9
8.054882638287067,1002,1,9,5
11.77305566225062,1002,1,5,9
12.829323223943854,1002,1,9,5
14.137839479934863,1002,1,5,9
14.512646540320308,1002,1,9,5
23.50487541304189,1002,1,5,9
26.72530165478768,1002,1,9,5
28.899072890256814,1002,1,5,9
30.330424231896465,1002,1,9,5
33.24495416675317,1002,1,5,9
36.19133562496054,1002,1,9,5
43.50973948395294,1002,1,5,9
45.068675626113816,1002,1,9,5
46.94175593998571,1002,1,5,9
50.61819395863878,1002,1,9,5
50.67537374647037,1002,1,5,9
51.89552584031986,1002,1,9,5
55.10403515695876,1002,1,5,9
58.14190623444723,1002,1,9,5
67.25305153712841,1002,1,5,9
76.87717975156013,1002,1,9,5
78.56043125794531,1002,1,5,9
81.52609253562179,1002,1,9,5
85.1213312767265,1002,1,5,9
85.62023102952261,1002,1,9,5
97.21521840559866,1002,1,5,9
98.79961225357863,1002,1,9,5
118.92626835209103,1002,1,5,9
125.07800083687049,1002,1,9,5
0.0,1003,1,5,9
1.1341485650191643,1003,1,9,5
12.717858102808064,1003,1,5,9
15.934567927758343,1003,1,9,5
31.148672796956077,1003,1,5,9
31.45271872669446,1003,1,9,5
33.490357108717554,1003,1,5,9
33.60462186065017,1003,1,9,5
33.730840315652955,1003,1,5,9
34.26378735407656,1003,1,9,5
35.232527042831705,1003,1,5,9
38.09950682673192,1003,1,9,5
39.45959270246825,1003,1,5,9
49.456109923952106,1003,1,9,5
53.192034272978226,1003,1,5,9
53.5793104423158,1003,1,9,5
54.89409659151938,1003,1,5,9
54.970976193345635,1003,1,9,5
54.99561821050983,1003,1,5,9
56.6868127773757,1003,1,9,5
81.47311886699174,1003,1,5,9
81.74992894173253,1003,1,9,5
87.90040711562824,1003,1,5,9
99.75486210892544,1003,1,9,5
108.59233944962608,1003,1,5,9
116.98556535700725,1003,1,9,5
119.10511166901807,1003,1,5,9
119.89458143890012,1003,1,9,5
128.0373848608987,1003,1,5,9
128.96752334084647,1003,1,9,5
